"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1651175";"";"0";"353.42";"0";"4.01";"23f";"CCCOc1ccc(-c2cc(=O)c3cc(OC)c(OC)cc3n2C)cc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1817147";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651178";"";"0";"283.28";"0";"2.32";"26c";"Cn1c(-c2ccc(O)cc2)cc(=O)c2cc(O)c(O)cc21";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1817147";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651162";"";"0";"378.52";"0";"4.80";"24f";"CCCOc1ccc(-c2cc(=O)c3ccccc3n2CCN(CC)CC)cc1";"Inhibition";"'='";"57.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1817147";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651163";"";"0";"390.53";"0";"4.94";"25f";"CCCOc1ccc(-c2cc(=O)c3ccccc3n2CCN2CCCCC2)cc1";"Inhibition";"'='";"75.1";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1817147";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL3741903";"";"0";"560.70";"1";"4.97";"C18";"CCCCC(=O)NC1(CC(=O)NNc2ccccc2)CCN(C(=O)/C=C/C(=C/c2ccc3c(c2)OCO3)CC)CC1";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL4480154";"Inhibition of NorA efflux pump overexpressed in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux measured over 30 mins by fluorescence analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4477264";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL841";"LOPERAMIDE";"4";"477.05";"1";"5.09";"LOPERAMIDE";"CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1";"Inhibition";"'='";"77.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2049765";"Inhibition of norA-mediated ethidium bromide efflux in Staphylococcus aureus SA-1199B harboring grlA A116E mutant at 50 uM after 5 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046272";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";"None";""
"CHEMBL2385692";"";"0";"440.59";"1";"6.59";"3v";"CCCOc1ccc(-c2cc(OCCN(CC)Cc3ccccc3)c3ccccc3n2)cc1";"Inhibition";"'='";"72.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2390114";"Inhibition of NorA in Staphylococcus aureus 1199B harboring grlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured for 5 mins by fluorometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL144721";"";"0";"298.34";"0";"3.61";"15";"COc1ccc(/C=C/C(=O)c2ccccc2OC)c(OC)c1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2162181";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL1651185";"";"0";"468.58";"0";"3.77";"102";"CCOC(=O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)/C(=N/O)C(C)CS4)c(N)cc2c1=O";"Inhibition";"'='";"91.2";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651174";"";"0";"311.34";"0";"2.93";"89";"COc1cc2c(=O)cc(-c3ccc(O)cc3)n(C)c2cc1OC";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651001";"";"0";"461.52";"0";"4.59";"31, specs codeAM-807/42946590";"N#Cc1c(-c2ccc(F)cc2)cc(-c2ccccc2)nc1SCC(=O)N1CCC[C@@H]1C(=O)O";"Inhibition";"'='";"36.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651009";"";"0";"353.40";"0";"3.93";"44";"Cc1ccc(S(=O)(=O)Nc2ccc3[nH]c(-c4ccco4)nc3c2)cc1";"Inhibition";"'='";"67.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651010";"";"0";"333.43";"0";"4.09";"45";"OC(CNCc1cccc(OCc2ccccc2)c1)c1ccccc1";"Inhibition";"'='";"92.4";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL6966";"VERAPAMIL";"4";"454.61";"1";"5.09";"Verapamil";"COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL2162198";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL1642586";"";"0";"724.67";"3";"4.72";"NP";"C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)cc1";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL2162198";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL4455615";"";"0";"387.91";"0";"4.52";"10";"COC(=O)CC1(NC(=O)/C=C/C2=C(Cl)c3ccccc3CC2)CCCCC1";"Inhibition";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4311538";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM measured after 5 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4308903";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL148216";"";"0";"358.39";"0";"3.63";"13";"COc1cc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)cc(OC)c1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2162181";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL148216";"";"0";"358.39";"0";"3.63";"13";"COc1cc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)cc(OC)c1";"Inhibition";"";"";"";"";"";"tde";"";"";"";"";"";"False";"CHEMBL2162184";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL422481";"";"0";"284.31";"0";"3.31";"6";"COc1ccc(OC)c(/C=C/C(=O)c2ccc(O)cc2)c1";"Inhibition";"";"";"";"";"";"tde";"";"";"";"";"";"False";"CHEMBL2162184";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL4171147";"";"0";"558.68";"2";"6.16";"7d";"CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3cc(OC)c(OC)cc3n2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4151517";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 to 100 ug/ml by microdilution method based Checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1651007";"";"0";"363.44";"0";"4.13";"42";"Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)ncn3-c2ccccc2)cc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL2385680";"";"0";"406.57";"1";"6.19";"3h";"CCCOc1ccc(-c2cc(OCCN(C(C)C)C(C)C)c3ccccc3n2)cc1";"Inhibition";"'='";"88.2";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2390114";"Inhibition of NorA in Staphylococcus aureus 1199B harboring grlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured for 5 mins by fluorometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL3775693";"";"0";"382.46";"0";"2.87";"42";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(N)CO)cc12";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3777946";"Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3774342";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3775207";"";"0";"448.61";"1";"5.74";"50";"CCOC(=O)c1c(C)n(Cc2ccccc2C)c2ccc(OCCCN3CCCCC3)cc12";"Inhibition";"'='";"54.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3777946";"Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3774342";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3774886";"";"0";"448.61";"1";"5.74";"51";"CCOC(=O)c1c(C)n(Cc2cccc(C)c2)c2ccc(OCCCN3CCCCC3)cc12";"Inhibition";"'='";"70.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3777946";"Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3774342";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3774527";"";"0";"435.57";"0";"3.80";"24";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCN(C)CC3)cc12";"Inhibition";"'='";"99.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3777946";"Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3774342";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL1509012";"";"0";"265.31";"0";"3.21";"22d";"COc1ccc(-c2cc(=O)c3ccccc3n2C)cc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1817147";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651171";"";"0";"322.41";"0";"3.15";"22h";"CN(C)CCOc1ccc(-c2cc(=O)c3ccccc3n2C)cc1";"Inhibition";"'='";"4.4";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1817147";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL772";"RESERPINE";"4";"608.69";"1";"4.17";"Reserpine";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"Inhibition";"'='";"85.1";"%";"";"";"";"UO_0000187";"";"";"";"";"True";"CHEMBL2162179";"Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 20 ug/ml by spectrofluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL3219951";"";"0";"436.53";"0";"0.84";"18";"CCOC(=O)C1(C)C(=O)c2cc(N)c(N3CCN(C)CC3)cc2N(C2CC2)S1(=O)=O";"Inhibition";"'='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3226388";"Inhibition of NorA efflux pump in Staphylococcus aureus SA-1199B assessed as inhibition of EtBr efflux at 50 uM";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3217728";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL358518";"";"0";"284.31";"0";"3.31";"5";"COc1cc(O)cc(C)c1/C=C/C(=O)c1ccc(O)cc1";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL2162039";"Inhibition of norA in Staphylococcus aureus ATCC 29213 overexpressing norA assessed as fold reduction in ciprofloxacin MIC by checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL3956740";"";"0";"660.77";"3";"6.90";"14";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCCNCc3ccc(Oc4nnnn4-c4ccccc4)c(OC)c3)cc12";"Inhibition";"'='";"100.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3879153";"Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3877305";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3775507";"";"0";"382.46";"0";"2.87";"2";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CN)cc12";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3879153";"Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3877305";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL118";"CELECOXIB";"4";"381.38";"0";"3.51";"Celecoxib";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"Inhibition";"'='";"64.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2051680";"Inhibition of norA-mediated EtBr efflux in Staphylococcus aureus SA1199B overexpressing norA and expressing A116E GrlA mutation at 50 uM by fluorometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046274";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
