"","Molecule.ChEMBL.ID","Molecule.Name","Molecule.Max.Phase","Molecular.Weight","X.RO5.Violations","AlogP","Compound.Key","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Data.Validity.Comment","Comment","Uo.Units","Ligand.Efficiency.BEI","Ligand.Efficiency.LE","Ligand.Efficiency.LLE","Ligand.Efficiency.SEI","Potential.Duplicate","Assay.ChEMBL.ID","Assay.Description","Assay.Type","BAO.Format.ID","BAO.Label","Assay.Organism","Assay.Tissue.ChEMBL.ID","Assay.Tissue.Name","Assay.Cell.Type","Assay.Subcellular.Fraction","Assay.Parameters","Assay.Variant.Accession","Assay.Variant.Mutation","Target.ChEMBL.ID","Target.Name","Target.Organism","Target.Type","Document.ChEMBL.ID","Source.ID","Source.Description","Document.Journal","Document.Year","Cell.ChEMBL.ID","Properties"
"315","CHEMBL3417346","",0,257.1,"None","None","3i","OB(O)c1ccc(OCCCc2ccccc2)nc1","Inhibition","'='",43,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3419438","Inhibition of NorA in fluoroquinolone-resistant Staphylococcus aureus 1199B assessed as increase in ethidium bromide uptake at 20 ug/ml after 20 mins by fluorimetry relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3414455",1,"Scientific Literature","Eur. J. Med. Chem.",2015,"None",NA
"316","CHEMBL3417347","",0,271.12,"None","None","3j","OB(O)c1ccc(OCCCCc2ccccc2)nc1","Inhibition","'='",42,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3419438","Inhibition of NorA in fluoroquinolone-resistant Staphylococcus aureus 1199B assessed as increase in ethidium bromide uptake at 20 ug/ml after 20 mins by fluorimetry relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3414455",1,"Scientific Literature","Eur. J. Med. Chem.",2015,"None",NA
"320","CHEMBL4170494","",0,394.52,"1","5.12","8","CCCOc1ccc(-c2cc(OCCN(CC)CC)c3cc(O)ccc3n2)cc1","Inhibition","'='",95,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4155967","Inhibition of Staphylococcus aureus SA-1199B NorA assessed as reduction in EtBr efflux at 50 uM measured over 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4152305",1,"Scientific Literature","Eur J Med Chem",2018,"None",NA
"321","CHEMBL1650998","",0,420.44,"0","4.05","30, specs codeAP-964/40915300","CCOc1cc([C@@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OCc1cccc(F)c1","Inhibition","'='",4.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"323","CHEMBL1651195","",0,455.58,"0","3.37","112","CCOC(=O)c1cn(C2CC2)c2c(C)c(N3CCC4=C(C3)C(O)CCS4)c(N)cc2c1=O","Inhibition","'='",47.3,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"324","CHEMBL1650988","",0,403.91,"1","5.65","20, specs codeAQ-360/41402277","Cc1ccc(N2CCN(C3=Nc4cc(Cl)ccc4Oc4ccccc43)CC2)cc1","Inhibition","'='",35.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"325","CHEMBL444726","",0,283.4,"0","4.70","67","CCCOc1ccc(C2=Nc3ccccc3SC2)cc1","Inhibition","'='",84.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"327","CHEMBL3774832","",0,352.43,"0","3.51","33","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN)cc12","Inhibition","'='",67.7,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"328","CHEMBL3774853","",0,448.61,"1","5.82","26","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCCCCC3)cc12","Inhibition","'='",77.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"329","CHEMBL3774928","",0,361.36,"1","5.19","8","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(C(F)(F)F)cc12","Inhibition","'='",36.6,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"330","CHEMBL3775857","",0,502.58,"2","6.45","59","CCOC(=O)c1c(C)n(Cc2cccc(C(F)(F)F)c2)c2ccc(OCCCN3CCCCC3)cc12","Inhibition","'='",12.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"331","CHEMBL3775575","",0,479.58,"1","5.34","62","CCOC(=O)c1c(C)n(Cc2cccc([N+](=O)[O-])c2)c2ccc(OCCCN3CCCCC3)cc12","Inhibition","'='",85.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"332","CHEMBL3775722","",0,362.52,"1","5.25","73","Cc1cc2cc(OCCCN3CCCCC3)ccc2n1Cc1ccccc1","Inhibition","'='",95.6,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"333","CHEMBL1650986","",0,295.3,"0","4.00","18, specs codeAG-690/11822559","COc1ccccc1CNCc1cccc(C(F)(F)F)c1","Inhibition","'='",30,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"334","CHEMBL1650983","",0,351.45,"0","1.71","13, specs codeAF-886/31411042","CCOC(=O)C1SC(NC(=S)NC(=O)c2ccccc2)=NC1C","Inhibition","'='",23.2,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"336","CHEMBL1651012","",0,271.36,"0","2.91","47","COc1cccc(CNC(C)C(O)c2ccccc2)c1","Inhibition","'='",2.8,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"339","CHEMBL3775852","",0,450.58,"0","4.40","37","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CN3CCCCC3)cc12","Inhibition","'='",99.3,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"340","CHEMBL1619158","",0,466.58,"0","3.02","40, specs codeAI-020/37162014","CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCN(CCO)CC1)c1ccccc1CC2","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"341","CHEMBL1478329","",0,316.36,"0","3.82","41","Cn1cccc1-c1nc2cc(NC(=O)c3ccccc3)ccc2[nH]1","Inhibition","'='",88.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"342","CHEMBL1651016","",0,414.49,"1","5.17","51","CCOC(=O)CCSc1nc2c(c(C(F)(F)F)c1C#N)CC(C(C)(C)C)CC2","Inhibition","'='",25.2,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"343","CHEMBL1651017","",0,386.44,"0","4.53","52","CCOC(=O)CCCSc1nc2c(c(C(F)(F)F)c1C#N)CC(C)CC2","Inhibition","'='",48.6,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"345","CHEMBL3775445","",0,421.54,"0","3.46","23","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCNCC3)cc12","Inhibition","",NA,"",NA,NA,"Not Active","",NA,NA,NA,NA,"False","CHEMBL3778150","Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as potentiation of ciprofloxacin-mediated antibacterial activity","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"346","CHEMBL481678","",0,297.42,"1","5.02","8k","CCCOc1ccc(C2=CSc3ccccc3N2C)cc1","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1015715","Inhibition of NorA pump-mediated ethidium bromide efflux in Staphylococcus aureus K1199B at 50 uM by fluorimetric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1155078",1,"Scientific Literature","J. Med. Chem.",2008,"None",NA
"347","CHEMBL3774675","",0,449.6,"0","4.19","28","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCN(C)CC3)cc12","Inhibition","'='",100,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"348","CHEMBL1651021","",0,320.41,"0","3.71","57","CCC(C)N1C(=O)S/C(=C\c2ccc(N3CCCC3)o2)C1=O","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"349","CHEMBL1651172","",0,364.45,"0","2.92","22k","Cn1c(-c2ccc(OCCN3CCOCC3)cc2)cc(=O)c2ccccc21","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"351","CHEMBL1651187","",0,482.61,"0","3.94","104","CCOC(=O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)/C(=N/OC)C(C)CS4)c(N)cc2c1=O","Inhibition","'='",19.7,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"353","CHEMBL4171147","",0,558.68,"2","6.16","7d","CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3cc(OC)c(OC)cc3n2)cc1","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL4151520","Inhibition of NorA in Staphylococcus aureus SA-K2378 assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 to 100 ug/ml by microdilution method based Checkerboard assay","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4145675",1,"Scientific Literature","J Med Chem",2018,"None",NA
"354","CHEMBL4483762","",0,357.41,"0","2.93","C6","CCC(/C=C/C(=O)N1CCC[C@@H]1C(=O)OC)=C\c1ccc2c(c1)OCO2","Inhibition","",NA,"",NA,NA,"Dose-dependent effect","",NA,NA,NA,NA,"False","CHEMBL4480154","Inhibition of NorA efflux pump overexpressed in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux measured over 30 mins by fluorescence analysis","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4477264",1,"Scientific Literature","Bioorg Med Chem Lett",2016,"None",NA
"357","CHEMBL1651003","",0,480.59,"1","5.34","33, specs codeAH-487/15277106","COc1cc(/C=C2\S/C(=N\c3ccccc3)N([C@@H]3CCCC[C@@H]3C)C2=O)ccc1OCC(=O)O","Inhibition","'='",32.6,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"358","CHEMBL1651005","",0,437.52,"0","3.24","36, specs codeAN-988/41721006","Cc1ccc(N(CC(=O)Nc2ccc(C(N)=O)cc2)S(=O)(=O)c2ccccc2)cc1C","Inhibition","'='",0.6,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"371","CHEMBL447756","",0,338.31,"0","4.84","7j","O=[N+]([O-])c1ccc(C2=Nc3cc(C(F)(F)F)ccc3SC2)cc1","Inhibition","'='",69.7,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"True","CHEMBL1015715","Inhibition of NorA pump-mediated ethidium bromide efflux in Staphylococcus aureus K1199B at 50 uM by fluorimetric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1155078",1,"Scientific Literature","J. Med. Chem.",2008,"None",NA
"376","CHEMBL4167087","",0,505.7,"2","6.28","11a","CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3cc(OCCN(CC)CC)ccc3n2)cc1","Inhibition","'='",91.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4155967","Inhibition of Staphylococcus aureus SA-1199B NorA assessed as reduction in EtBr efflux at 50 uM measured over 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4152305",1,"Scientific Literature","Eur J Med Chem",2018,"None",NA
"388","CHEMBL1492652","",0,366.45,"0","3.68","16, specs codeAE-848/42434549","Cc1ccc(S(=O)(=O)Nc2ccc3[nH]c(-c4cccn4C)nc3c2)cc1","Inhibition","'='",88.2,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"True","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"389","CHEMBL1429416","",0,292.34,"0","3.17","15, specs codeAE-406/41056622","CCc1c(O)cc(-c2cccnc2)n(-c2ccccc2)c1=O","Inhibition","'='",30.7,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"390","CHEMBL1651192","",0,482.61,"0","4.08","109","CCOC(=O)c1cn(C2CC2)c2c(C)c(N3CCC4=C(C3)/C(=N/O)C(C)CS4)c(N)cc2c1=O","Inhibition","'='",90,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"392","CHEMBL1651018","",0,363.78,"0","3.96","54","CN1C(=O)S/C(=C/c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)C1=O","Inhibition","'='",20.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"394","CHEMBL480007","",0,285.37,"0","3.93","6g","COc1ccc(C2=Nc3ccccc3SC2)cc1OC","Inhibition","'='",22.8,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"True","CHEMBL1015715","Inhibition of NorA pump-mediated ethidium bromide efflux in Staphylococcus aureus K1199B at 50 uM by fluorimetric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1155078",1,"Scientific Literature","J. Med. Chem.",2008,"None",NA
"401","CHEMBL354676","DIPHENYLUREA",0,212.25,"0","3.33","27","O=C(Nc1ccccc1)Nc1ccccc1","Inhibition","'='",20,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1017717","Inhibition of NorA efflux pump in Staphylococcus aureus K2361 assessed as reduction of ethidium bromide efflux at 0.5 uM for 5 mins","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1154468",1,"Scientific Literature","Eur. J. Med. Chem.",2008,"None",NA
"416","CHEMBL1650982","",0,329.36,"0","0.22","12, specs codeAP-906/42288162","NS(=O)(=O)c1ccc(NC2=NC(=O)C(CC(=O)O)S2)cc1","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"418","CHEMBL1087296","TRICHOSTACHINE",0,271.32,"0","2.61","Piperine","O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCC1","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL4311549","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide accumulation at 25 uM measured at 5 mins interval for 60 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
